;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Liu et al. - 2018 - TTEthernet transmission in software-defined distri;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;2266;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;-1;-1;0;7098;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;15706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;47627;0;0;0;0;0;0;0;0;0;0;-1;0
Silva et al. - 2019 - A fog computing-based architecture for medical rec;0;0;0;0;0;0;0;0;0;0;1159;0;0;0;3201;1023;0;1123;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;2644;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Trnka et al. - 2018 - Survey of Authentication and Authorization for the;0;0;23516;0;0;0;0;0;0;0;4533;0;0;0;0;0;0;13053;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;16280;0;0;36002;-1;0;-1;0;0;0;0;0;4265;-1;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;0;0;-1;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;1221;0;0;0;89027;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;40129;0;0;-1;0
Chamoso et al. - 2018 - Tendencies of technologies and platforms in smart ;0;0;1313;0;0;0;0;0;0;1019;0;0;0;0;0;0;0;4482;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;7587;0;0;-1;16289;0;0;0;0;0;-1;-1;69731;-1;16289;0;6538;0;4566;-1;-1;0;0;0;-1;0;0;0;0;0;36899;0;0;0;-1;0;-1;-1;0;-1;-1;0;-1;0;-1;0;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2757;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;3580;0;0;10032;0;0;0;0;-1;0;0;0;0;86359;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Zhang und Rizzi - 2017 - Aerodynamic wing shape optimization based on the c;0;0;0;0;0;0;3154;0;0;0;0;0;0;40097;0;0;0;5128;-1;0;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1037;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;3312;-1;0;0;0;0;0;-1;-1;0;-1;0;-1;0;0;0;-1;-1;-1;0;0;-1;0;3209;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Reiner - 2006 - A framework for knowledge capture and a study of d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;1312;-1;-1;0;6119;-1;0;-1;0;0;41487;0;16918;0;-1;-1;0;0;0;0;9547;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;3967;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;48081;0;-1;0;0;1156;0;0;0;-1;8497;0;0;0;0;0;0;0;0;0;0;0;-1;0
Bakhshi - 2017 - State of the art and recent research advances in s;0;0;0;0;0;0;0;0;4246;0;0;0;0;0;0;0;0;1588;0;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;11108;0;52187;12408;0;0;-1;0;0;-1;-1;0;0;-1;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;15775;-1;1609;0;-1;0;0;-1;0;0;-1;11426;0;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1012;0;0;0;0;5497;0;0;0;0;0;0;0;0;0;0;0;0;6695;0;0;38249;7573;-1;0;0;0;0;0;0;0;0;0;-1;0
Almeida et al. - 2017 - An IoT-aware architecture for collecting and manag;0;0;1683;0;0;0;0;0;0;6389;1405;0;0;0;-1;1064;0;18838;0;2949;5613;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;2175;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;-1;0;17934;0;-1;0;-1;-1;-1;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;19567;0;0;4201;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Wang et al. - 2020 - Toward shared autonomy control schemes for human-r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16438;0;2124;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;-1;-1;-1;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52061;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;9340;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;4111;0;0;0;0;0;0;0;0;-1;0
Guo - 2015 - A Distributed Test Facility for Cyber-Physical Sys;0;0;0;0;0;0;0;1306;1139;0;0;0;0;0;0;0;0;4160;0;0;0;0;0;-1;0;0;1052;0;-1;0;1350;-1;0;0;0;11124;0;0;6835;-1;0;0;0;0;0;0;-1;0;0;-1;-1;-1;-1;0;0;-1;-1;-1;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;0;-1;-1;0;0;0;0;3390;0;0;0;0;0;0;0;0;0;0;0;0;0;6023;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;1713;0;0;0;-1;0;0;3229;0;0;0;0;0;0;0;0;0;0;0;0;56049;59966;0;0;0;0;0;0;0;0;0;0;-1;0
Chen et al. - 2022 - Design of a bio-inspired gait phase decoder based ;0;0;0;0;0;0;9291;0;-1;0;1150;0;0;0;0;0;0;9252;0;1004;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;47182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Lenton et al. - 2007 - Effects of atmospheric dynamics and ocean resoluti;0;13812;0;0;0;0;13811;21786;-1;-1;23036;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;52203;0;-1;0;0;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;0;0;0;0;0;0;0;60850;0;-1;0;-1;0;-1;0;-1;-1;0;-1;-1;0;-1;3506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;33441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Anawar et al. - 2018 - Fog computing An overview of big IoT data analyti;0;0;1139;0;0;0;0;0;0;-1;1446;0;0;0;-1;0;0;2688;0;0;0;0;0;0;4862;0;38774;0;-1;0;0;5083;0;0;0;0;0;0;18723;9027;0;0;0;0;-1;0;0;0;-1;9027;-1;-1;-1;1139;0;-1;0;-1;0;-1;0;0;0;0;0;-1;-1;2828;0;0;-1;0;5743;0;0;-1;0;57029;0;0;0;-1;0;0;-1;-1;0;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;79368;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0
Lopez-Rincon et al. - 2017 - Binary large object-based approach for QR code det;0;0;0;0;0;0;3232;0;11591;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;3128;0;-1;0;-1;-1;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;-1;0;-1;0;-1;-1;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;9383;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Bernard et al. - 2019 - QoS strategies for wireless multimedia sensor netw;0;0;12410;0;0;0;0;0;0;0;13031;0;0;0;0;0;0;1027;0;3076;12002;-1;0;0;0;0;6072;0;-1;0;0;-1;0;0;0;0;0;0;8009;-1;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;12410;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;1234;0;-1;-1;0;-1;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5269;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
De Santis et al. - 2015 - Robot-assisted training of the kinesthetic sense ;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Rashid et al. - 2023 - Artificial intelligence in the military An overvi;0;0;0;0;0;0;0;0;0;3665;1198;0;0;0;0;0;0;1366;0;0;-1;-1;0;0;2285;0;-1;0;0;0;0;-1;0;0;0;1235;0;0;2885;0;0;0;-1;0;0;0;32277;0;9066;-1;1495;-1;17417;0;0;-1;0;-1;5565;-1;0;0;0;0;0;-1;0;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;-1;0;0;0;0;-1;0;0;-1;-1;9433;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1113;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Lo et al. - 2018 - Distance measurement methods for improved insider ;2371;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;23324;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;3190;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Shareef und Zhu - 2012 - Effective stochastic modeling of energy-constraine;0;0;7075;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;20951;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;7075;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;26861;0;0;0;0;0;0;0;0;0;0;-1;0
Sherwin - 2010 - A computational approach to achieve situational aw;0;0;0;0;0;0;1616;0;0;3423;0;0;0;0;0;3102;0;70201;0;0;4676;0;0;0;1005;0;0;0;0;0;134778;2560;0;0;1751;3194;0;0;171462;-1;0;0;0;0;0;0;-1;0;-1;-1;0;-1;-1;0;0;-1;0;52922;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;-1;-1;-1;-1;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;1028;0;0;0;3232;0;23715;80702;0;-1;17975;0;-1;0;0;0;0;-1;-1;0;-1;0;-1;0;0;0;0;0;1104;-1;0;0;-1;0
Haring et al. - On this page;1249;0;3073;0;0;-1;0;0;1434;0;0;0;0;0;0;0;0;2829;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;-1;-1;1251;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;7027;0;0;0;1340;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;10253;0;0;0;0;0;0;0;0;0;0;-1;0
Dusi et al. - 2011 - Movieremix Having fun playing with videos;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;0;0;0;0;-1;0;7342;0;0;-1;0;0;0;0;0;0;27697;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;1100;0;0;0;1221;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tommasino und Campolo - 2017 - An extended passive motion paradigm for human-like;13281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79426;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;40835;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;-1;0;0;3911;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;5041;0;0;0;6699;0;0;-1;0;0;5143;0;0;0;0;0;0;0;0;0;0;28138;0;0;0;0;0;0;0;0;0;0;0;0
Corchuelo Rodríguez et al. - Informe bibliométrico-Propuesta para la sistematiz;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fu et al. - 2018 - Subcritical Hopf bifurcation and stochastic resona;0;0;5097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5565;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Taylor und Henderson - 1995 - Validating a feature-based meta-odel for mechanica;0;0;0;0;0;-1;0;0;-1;0;30380;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Zheng et al. - 2020 - A data-driven cyber-physical approach for personal;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;3822;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;-1;0;-1;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;-1;-1;-1;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;12910;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;7943;0;0;0;0;0;0;0;0;-1;0
Niblock et al. - 2011 - Portable Maintenance Support Tool Enhancing Battle;0;0;0;0;0;0;2777;0;0;0;0;0;0;0;0;0;0;2786;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;3829;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;0;-1;0;0;0;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;-1;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;25041;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0
Gim et al. - 2018 - A study of prescriptive analysis framework for hum;0;0;1884;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;4303;0;0;0;0;0;0;0;0;5203;0;20945;0;0;-1;0;0;0;0;0;0;11746;-1;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;1704;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;-1;-1;0;-1;7002;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;4332;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;8745;-1;0;0;0;0;0;0;0;0;0;-1;0
De León et al. - 2019 - A cognitive assistant for entry, descent, and land;0;0;0;0;0;0;0;0;0;4624;1838;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;12386;0;0;0;1083;0;0;0;0;0;0;0;0;-1;1838;-1;-1;0;3009;0;-1;0;16940;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
San Zaw und Vasupongayya - 2019 - A case-based reasoning approach for automatic adap;0;0;0;0;0;0;0;0;0;0;5348;0;0;0;0;0;0;2120;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;13485;0;0;2625;-1;0;0;0;0;0;-1;-1;0;-1;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;45109;-1;0;0;0;0;0;0;0;0;0;-1;0
Nestinger und Cheng - 2010 - A framework for migrating control strategies and a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;13539;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2091;0;0;0;0;0;0;0;0;0;0
Zhang et al. - 2023 - Aic an industrial knowledge graph with Abstractio;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;6797;0;0;0;0;0;0;59285;-1;0;-1;0;0;0;5156;0;0;-1;-1;3982;-1;0;0;0;2939;-1;-1;0;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;-1;-1;0;0;-1;0;-1;0;0;0;3707;0;0;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
